mfn;numero_control;titulo;autores;responsabilidad;lugar;editorial;anio;isbn;descripcion_fisica;coleccion;idioma;temas;inventarios;ubicaciones;signaturas
423;BNM000423;Fundamentos de enfermería: conceptos, proceso y prácticas;Berman, Audrey | Snyder, Shirlee J | Kozier, Barbara | Glenora, Erb;, Audrey Berman, Shirlee J. Snyder, Barbara Kozier;Madrid;Pearson;2008;978-84-8322-405-2;977 p.;;español;COMUNICACION | FARMACOLOGIA | LIDERAZGO | ASPECTOS JURIDICOS | SALUD DE LA COMUNIDAD | ENFERMERIA | PROCESO DE ENFERMERIA | PROMOCION DE LA SALUD | MEDICINA Y SALUD;002937 | 002938;KAMSHEN;614.253.5 FUN | 614.253.5 FUN
424;BNM000424;Fundamentos de enfermería: conceptos, proceso y prácticas;Berman, Audrey | Snyder, Shirlee J | Kozier, Barbara | Glenora, Erb;, Audrey Berman, Shirlee J. Snyder, Barbara Kozier;Madrid;Pearson;2008;978-84-8322-405-2;1638 p.;;español;NUTRICION | DIAGNOSTICO | ENFERMERIA | TECNICAS DE ENFERMERIA | OXIGENACION | SEXUALIDAD | PROMOCION DE LA SALUD | CIRCULACION | MEDICINA Y SALUD;002939 | 002940;KAMSHEN;614.253.5 FUN | 614.253.5 FUN
425;BNM000425;En busca de la política;Bauman, Zygmunt;Zygmunt Bauman;México;Fondo de Cultura Económica;2001;978-950-557-363-9;218 p.;Sociología;español;SOCIOLOGIA POLITICA | ESPACIO PUBLICO | IDEOLOGIAS | SOCIOLOGIA;2924;KAMSHEN;316 BAU
426;BNM000426;Historia confidencial: búsquedas y desencuentros argentinos;O´Donnell, Pacho | García Hamilton, José Ignacio | Pigna, Felipe;Pacho O´Donnell , José Ignacio García Hamilton, Felipe Pigna;Buenos Aires;Planeta;2006;950-49-1477-2;251 p.;;español;HISTORIA POLITICA ARGENTINA | HISTORIA SOCIAL | HISTORIA;2925;KAMSHEN;94(82) DON
427;BNM000427;La política de los pobres: las prácticas clientelistas del peronismo;Auyero, Javier;Javier Auyero;Buenos Aires;Manantial;2001;987-500-065-5;251 p.;;español;SOCIOLOGIA POLITICA | POBREZA | PERONISMO | CLIENTELISMO POLITICO | SOCIOLOGIA;2921;KAMSHEN;316.334.3 AUY
428;BNM000428;Biología: la unidad y diversidad de la vida;Starr, Cecie | Taggart, Ralph | Starr, Lisa;Cecie Starr ,  y Ralph Taggart,  y Lisa Starr;México;Thomson;2004;970-686-350-8;933 p. il., fot.;;español;CELULAS | ECOLOGIA | ENERGIA | GENETICA | VERTEBRADOS | NUTRICION | SISTEMA RESPIRATORIO | BIOSFERA | ECOSISTEMAS | SISTEMA NERVIOSO | REPRODUCCION CELULAR | REPRODUCCION | CIRCULACION | DIVERSIDAD VEGETAL | DIVERSIDAD ANIMAL | BIOLOGIA;2302;KAMSHEN;573 STA
429;BNM000429;Economía del sector público: análisis integral de las finanzas públicas y sus efectos;Fenochietto, Ricardo;Ricardo Fenochietto;Buenos Aires;La Ley;2006;978-03-0872-4;937 p.;;español;SECTOR PUBLICO | ECONOMIA POLITICA | ESTADO | PRESUPUESTO | GASTOS PUBLICOS | SERVICIOS DE SALUD | TRIBUTACION | FINANZAS PUBLICAS | IMPUESTOS | ECONOMIA;002943 | 002944;KAMSHEN;336.1 FEN | 336.1 FEN
430;BNM000430;La economía política de la Argentina en el siglo XX;Cortés Conde, Roberto;Roberto Cortés Conde;Buenos Aires;Edhasa;2005;978-950-9009-48-6;353 p.;;español;HISTORIA ECONOMICA | ECONOMIA POLITICA | ARGENTINA | ECONOMIA;2923;KAMSHEN;330 COR
431;BNM000431;Diccionario de ciencias sociales y políticas;Di Tella, Torcuato S | Chumbita, Hugo | Gajardo, Paz | Gamba, Susana;, supervisor de Torcuato S. Di Tella, Hugo Chumbita, Paz Gajardo;Buenos Aires;Emecé;2008;978-950-04-2977-1;776 p.;;español;CIENCIAS SOCIALES | POLITICA | DICCIONARIOS | REFERENCIA;002946 | 004033;KAMSHEN;(038)30+32 DIC | (038)30+32 DIC
432;BNM000432;Lo humano, lo divino y  lo mundano;Rosenzweig, Franz | Burello, Marcelo G;Franz Rosenzweig , traducido por Marcelo G. Burello;Buenos Aires;Lilmod;2007;978-987-1382-01-9;413 p.;Estudios y Reflexiones;español;TEOLOGIA | FILOSOFIA;002846 | 002947;KAMSHEN;1:2 ROS | 1:2 ROS
433;BNM000433;Diccionario de uso del español;Moliner, María;María Moliner;Buenos Aires;Del Nuevo Extremo;2007;978-987-609-067-4;;;español;DICCIONARIOS | LENGUA ESPANOLA | REFERENCIA;2948;KAMSHEN;(038)=134.2 MOL
434;BNM000434;Diccionario de uso del español;Moliner, María;María Moliner;Buenos Aires;Del Nuevo Extremo;2007;978-987-609-068-1;;;español;DICCIONARIOS | LENGUA ESPANOLA | REFERENCIA;2949;KAMSHEN;(038)=134.2 MOL
435;BNM000435;Gran diccionario usual de la lengua española;;;Barcelona;Larousse;2007;978-84-1112-237-5;1856 p.;;español;DICCIONARIOS | LENGUA ESPANOLA | REFERENCIA;2950;KAMSHEN;(038)134.2 GRA
436;BNM000436;Investigación  científica en ciencias de la salud: principios y métodos;Polite, Denise F | Hungler, Bernadette P | Palacios Martínez, Roberto | Féher de la Torre, Guillermina;Denise F. Polite ,  y Bernadette P. Hungler, Roberto Palacios Martínez,  y Guillermina Féher d la Torre;México;McGraw-Hill Intericamericana;2000;978-970-10-2690-8;715 p.;;español;INVESTIGACION CIENTIFICA | FORMULACON DE HIPOTESIS | METODOLOGIA DE LA INVESTIGACION | ENFERMERIA | DISENO DE LA INVESTIGACION | MEDICINA Y SALUD | CIENCIA;002952 | 002953 | 002954;KAMSHEN;61+001.8 POL | 61+001.8 POL | 61+001.8 POL
437;BNM000437;Metodología de la investigación: método y conocimiento;Toro Jaramillo, Iván Darío | Parra Ramírez, Rubén Darío;Iván Darío Toro Jaramillo , Rubén Darío Parra Ramírez;Medellín;Fondo Editorial Universidad  EAFIT;2006;958-8281-11-3;387 p.;Colección Académica;español;METODOLOGIA DE LA INVESTIGACION | INVESTIGACION CIENTIFICA | DOCTRINAS EPISTEMOLOGICAS | DISTRIBUCIONES DE PROBABILIDAD | ANALISIS DE DATOS | PLANEAMIENTO | CIENCIA;002957 | 002958;KAMSHEN;001.8 TOR | 001.8 TOR
438;BNM000438;El proyecto y la metodología de la investigación: correspondiente a humanidades y ciencias sociales y a ciencias naturales;Ynoub, Roxana Cecilia | Díaz, Esther;Roxana Cecilia Ynoub , con prólogo de Esther Díaz;Buenos Aires;Cengage Learning;2007;978-987-22665-7-8;144 p.;;español;METODOLOGIA DE LA INVESTIGACION | FORMULACION DEL PROBLEMA | FORMULACON DE HIPOTESIS | INVESTIGACION CIENTIFICA | ANALISIS DE DATOS | DISENO DE LA INVESTIGACION | CIENCIA;002960 | 002961;KAMSHEN;001.8 YNO | 001.8 YNO
439;BNM000439;Metodología de la investigación: desarrollo de la inteligencia;Eyssautier de la Mora, Maurice;Maurice Eyssautier de la Mora;México;Cengage Learning;;978-970-6868-384-3;326 p.;;español;METODOLOGIA DE LA INVESTIGACION | INVESTIGACION CIENTIFICA | FORMULACION DEL PROBLEMA | FORMULACON DE HIPOTESIS | ANALISIS DE DATOS | MUESTREO | TECNICAS INTELECTUALES | CIENCIA;002955 | 002956;KAMSHEN;001.8 EYS | 001.8 EYS
440;BNM000440;Diseño de proyectos en la investigación cualitativa;Galeano, María Eumelia;María Eumelia Galeano;Medellín;Fondo Editorial Universidad EAFIT;2004;958-8173-78-7;82 p.;;español;INVESTIGACION CIENTIFICA | CRITERIOS CUALITATIVOS | CRITERIOS CUANTITATIVOS | PROYECTOS DE INVESTIGACION | DISENO DE LA INVESTIGACION | CIENCIA;2959;KAMSHEN;001.8 GAL
441;BNM000441;La responsabilidad de la empresa en la sociedad: construyendo la sociedad desde la tarea directiva;Paladino, Marcelo | Willi, Alberto | Alvarez Teijeiro, Carlos | García Guevara, Alejo | Melé, Doménec | Milberg, Amalia | Pezoa Bissiéres, Alvaro | Regent, Pablo | Scarinci de Delbosco, María Paola;, editado por Marcelo Paladino, Alberto Willi, Carlos Alvarez Teijeiro;Buenos Aires;Emecé;2007;978-950-04-2928-3;363 p.;;español;ADMINISTRACION DE EMPRESAS | EMPRESAS | SOCIEDAD | RESPONSABILIDAD CIVIL | DIRECCION | ADMINISTRACION Y ORGANIZACION;002965 | 002966;KAMSHEN;658 RES | 658 RES
442;BNM000442;Argentina: una visión actual y prospectiva desde la dimensión territorial;Roccatagliata, Juan Alberto;, coordinado por Juan Alberto Roccatagliata;Buenos Aires;Emecé;2008;978-950-04-3074-6;1026 p.;;español;GEOGRAFIA URBANA | GEOGRAFIA POLITICA | POBLACIONES URBANAS | REGIONES | ARGENTINA | GEOGRAFIA;002839 | 002967;KAMSHEN;911.30 ARG | 911.30 ARG
443;BNM000443;Historia del turismo argentino;Wallingre, Noemí;Noemí Wallingre;Buenos Aires;Turísticas;2007;978-987-9473-66-5;255 p.;;español;TURISMO | HISTORIA DEL TURISMO | ARGENTINA;2951;KAMSHEN;338.48(091)(82) WAL
444;BNM000444;La historia política del nunca más: la memoria de las desapariciones en la Argentina;Crenzel, Emilio;Emilio Crenzel;Buenos Aires;Siglo XXI;2008;978-987-629-025-8;;;español;HISTORIA POLITICA ARGENTINA | DICTADURA | DERECHOS HUMANOS | ARGENTINA | HISTORIA;002969 | 002970;KAMSHEN;94(82) CRE | 94(82) CRE
445;BNM000445;Historia social e historia oral: experiencias en la historia reciente de Argentina y América Latina;Pasquali, Laura;, compilado por Laura Pasquali;Rosario;Homo Sapiens;2008;978-950-808-545-0;286 p.;Estudios Sociales;español;HISTORIA SOCIAL | HISTORIA POLITICA ARGENTINA | CLASES TRABAJADORAS | DICTADURA | SOCIOLOGIA | HISTORIA;2941;KAMSHEN;94 HIS
446;BNM000446;Dos siglos de economía argentina;Fundacion Norte y Sur | Ferreres, Orlando J;, Orlando J. Ferreres;Buenos Aires;El Ateneo;2005;950-02-5342-9;692 p.;;español;ECONOMIA | ESTADISTICAS | HISTORIA ECONOMICA | ARGENTINA;2971;KAMSHEN;330:94 DOS
447;BNM000447;Cómo organizar eventos exitosos y fiestas inolvidables;Del Carril, Alicia | Gill, Elisa;Alicia Del Carril , Elisa Gill;Buenos Aires;Alfaguara;2008;978-987-04-1073-7;390 p. il.;;español;EVENTOS Y BANQUETES | CEREMONIAL | CEREMONIAL SOCIAL | FIESTA | CULTURA;002972 | 002973;KAMSHEN;395 CAR | 395 DEL
448;BNM000448;Psicología del trabajo;Rüssel, Arnulf | Alvarez Villar, Alfonso;Arnulf Rüssel , traducido por Alfonso Alvarez Villar;Madrid;Morata;1976;84-71112-045-3;382 p.;;español;TRABAJO | PSICOLOGIA DEL TRABAJO | MOTIVACIONES | COMPORTAMIENTO | ACCIDENTES | DIVISION DEL TRABAJO | APRENDIZAJE | PSICOLOGIA;002844 | 002845;KAMSHEN;159.944 RUS | 159.944 RUS
449;BNM000449;Biología;Curtis, Helena | Barnes, N. Sue | Schnek, Adriana | Massarini, Alicia;, Helena Curtis, N. Sue Barnes, Adriana Schnek;Buenos Aires;Médica Panamericana;2008;978-950-06-0334-8;1160 p. il., fot.;;español;ECOLOGIA | GENETICA | CELULAS | SISTEMA DIGESTIVO | SISTEMA NERVIOSO | SISTEMA RESPIRATORIO | TEJIDOS | CIRCULACION | REPRODUCCION | BIOLOGIA;002573 | 002574 | 003943;KAMSHEN;573 BIO | 573 BIO | 573 BIO
450;BNM000450;Pensamiento sistémico: caminar el cambio o cambiar el camino;Herrscher, Enrique G | Gharajjedaghi, J;Enrique G. Herrscher , J. Gharajjedaghi;Buenos Aires;Granica;2008;978-950-641-386-6;256 p.;Management Conocimiento;español;ADMINISTRACION | SISTEMAS | PLANIFICACION | ADMINISTRACION Y ORGANIZACION;002831 | 005973;KAMSHEN;658 HER | 658 HER
451;BNM000451;Las democracias: democracia antigua, democracia liberal y estado de bienestar;Requejo Coll, Ferran;Ferran Requejo Coll;Barcelona;Ariel;2008;978-84-344-5690-7;331 p.;;español;DEMOCRACIA | POLITICA | ESTADO | DEMOCRACIA ANTIGUA | DEMOCRACIA LIBERAL | ESTADO DE BIENESTAR;002850 | 002851;KAMSHEN;321.7 REQ | 321.7 REQ
452;BNM000452;Larousse de los vinos: los secretos del vino, países y regiones vinícolas;;;México;Larousse;2004;970-22-1236-7;560 p. il., fot.;;español;BEBIDAS ALCOHOLICAS | REGIONES | BODEGAS | VINIFICACION | ELABORACION DE VINOS | CULTURA;2800;KAMSHEN;641.87 LAR
453;BNM000453;Medicina y salud pública;Mazzáfero, Vicente Enrique;Vicente Enrique Mazzáfero;Buenos Aires;EUDEBA;1999;950-23-1032-2;958 p.;;español;SALUD PUBLICA | EPIDEMIOLOGIA | ENFERMEDADES | SERVICIOS DE SALUD | SALUD MENTAL | SALUD LABORAL | HIGIENE Y SEGURIDAD LABORAL | ENFERMERIA | MEDICINA Y SALUD;2281;KAMSHEN;614.4 MAZ
454;BNM000454;Contabilidad 3;Rosenberg, Raquel;Raquel Rosenberg;Buenos Aires;El Ateneo;1995;950-02-7350-0;251 p.;;español;CONTABILIDAD | DISPONIBILIDADES MONETARIAS | CUENTAS | CREDITO BANCARIO | CREDITO COMERCIAL | PATRIMONIO NETO | ADMINISTRACION Y ORGANIZACION;002988 | 002989;KAMSHEN;657 ROS | 657 ROS
455;BNM000455;Contabilidad 4;Rosenberg, Raquel;Raquel Rosenberg;Buenos Aires;El Ateneo;1998;950-02-7365-9;337 p.;;español;CONTABILIDAD | SOCIEDADES | EMPRESAS INDUSTRIALES | ESTADOS FINANCIEROS | SOCIEDADES ANONIMAS | EMPRESAS DE SERVICIOS | ADMINISTRACION Y ORGANIZACION;2987;KAMSHEN;657 ROS
456;BNM000456;Economía y contabilidad;Rosenberg, Raquel;Raquel Rosenberg;Buenos Aires;El Ateneo;1995;950-02-7349-7;230 p.;;español;CONTABILIDAD | SOCIEDADES | ECONOMIA | EMPRESAS;002982 | 002983 | 002984 | 002985 | 002986;KAMSHEN;330+657 ROS | 330+657 ROS | 330+657 ROS | 330+657 ROS | 330+657 ROS
457;BNM000457;Biología II: Los caminos de la evolución;Aljanati, D | Wolovelsky, E | Tambussi, C;D. Aljanati , E. Wolovelsky, C. Tambussi;Buenos Aires;Colihue;1996;950-581-346-5;244 p.;;español;BIOLOGIA | TEORIA DE LA EVOLUCION | SERES VIVOS;002906 | 002907 | 002908 | 002909 | 002910;KAMSHEN;575.8 ALJ | 575.8 ALJ | 575.8 ALJ | 575.8 ALJ | 575.8 ALJ
458;BNM000458;Biología: la diversidad de formas y unidad de patrones en los seres vivos;Vattuone, Lucy F. de | Fazio, Maria Craig de;Lucy F. de Vattuone , Maria Craig de Fazio;Buenos Aires;El Ateneo;1993;950-02-7244-X;419 p. il.;;español;CELULAS | INVERTEBRADOS | VERTEBRADOS | TAXONOMIA | SERES VIVOS | BIOLOGIA;2990;KAMSHEN;573.7 VAT
459;BNM000459;Socialismo;Harrington,Michael | González de León, Antonio | Utrilla, Juan José;Harrington,Michael , traducido por Antonio González de León,  y Juan José Utrilla;Buenos Aires;Fondo de Cultura Económica;1987;950-557-020-1;2 vol.;Biblioteca Actual;español;SOCIALISMO | IDEOLOGIAS | POLITICA;2975;KAMSHEN;329.14 HAR
460;BNM000460;Socialismo;Harrington,Michael | González de León, Antonio | Utrilla, Juan José;Harrington,Michael , traducido por Antonio González de León,  y Juan José Utrilla;Buenos Aires;Fondo de Cultura Económica;1987;950-557-022-8;2 vol.;Biblioteca Actual;español;SOCIALISMO | IDEOLOGIAS | POLITICA;2976;KAMSHEN;329.14 HAR
461;BNM000461;Las buenas conciencias;Fuentes, Carlos;Carlos Fuentes;México;Fondo de Cultura Económica;1988;950-557-023-6;192 p.;Biblioteca Actual;español;LITERATURA | LITERATURA PANAMENA | NOVELAS;2980;KAMSHEN;82-31(728.7) FUE
462;BNM000462;Antes de Adán;London, Jack;Jack London;México;Fondo de Cultura Económica;1987;950-557-019-8;161 p.;Biblioteca Actual;español;LITERATURA | LITERATURA ESTADOUNIDENSE | NOVELAS;2977;KAMSHEN;82-31(73) LON
463;BNM000463;Historia de la literatura hispanoamericana;Imbert, Anderson E;Anderson E. Imbert;Buenos Aires;Fondo de Cultura Económica;1988;950-557-029-5;194 p.;Biblioteca Actual;español;LITERATURA HISPANOAMERICANA | HISTORIA | LITERATURA CONTEMPORANEA | LITERATURA;2991;KAMSHEN;82-95(82) AND
464;BNM000464;Historia de la literatura hispanoamericana;Imbert, Anderson E;Anderson E. Imbert;Buenos Aires;Fondo de Cultura Económica;1988;950-557-030-9;514 p.;Biblioteca Actual;español;LITERATURA HISPANOAMERICANA | HISTORIA | LITERATURA;2981;KAMSHEN;82-95(82) IMB
465;BNM000465;Argumentar en situaciones difíciles: qué hacer ante un público hostil, las afirmaciones racistas, el acoso, la manipulación y las agresiones en todas sus formas;Breton, Philippe;Philippe Breton;Barcelona;Paidós;2005;84-493-1660-X;150 p.;Paidós Contextos;español;COMUNICACION | BARRERAS A LA COMUNICACION | COMUNICACION ORAL | LINGUISTICA;002992 | 002993 | 002768;KAMSHEN;808.51 BRE | 808.51 BRE | 808.51 BRE
466;BNM000466;Las nuevas sectas;Woodrow, Alain | Garzón del Camino, Aurelio;Alain Woodrow , traducido por Aurelio Garzón del Camino;México;Fondo de Cultura Económica;1988;950-557-027-9;241 p.;Biblioteca Actual;español;RELIGION | SECTAS;2979;KAMSHEN;289 WOO
467;BNM000467;El fin del pueblo judío;Friedmann, Georges | Martínez Peñaloza, Porfirio;Alain Woodrow , traducido por Aurelio Garzón del Camino;México;Fondo de Cultura Económica;1988;950-557-028-7;356 p.;Biblioteca Actual;español;RELIGION | POLITICA | HISTORIA SOCIAL | JUDAISMO;2978;KAMSHEN;296:32 FRI
469;BNM000469;Química general e inorgánica: química de los elementos;Fernández Serventi, Héctor;Héctor Fernández Serventi;Buenos Aires;El Ateneo;1992;950-02-7287-3;218 p.;;español;QUIMICA INORGANICA | GASES | METALES | RADIACTIVIDAD | ELEMENTOS | QUIMICA;2994;KAMSHEN;546 FER
470;BNM000470;Biología III: los códigos de la vida;Aljanati, David | Wolovelsky, Eduardo | Tambussi, C;David Aljanati , Eduardo Wolovelsky, C. Tambussi;Buenos Aires;Colihue;1995;950-581-347-3;359 p.;;español;BIOLOGIA | CELULAS | FISIOLOGIA | EMBRIOLOGIA | REPRODUCCION CELULAR | REPRODUCCION;2995;KAMSHEN;575 ALJ
471;BNM000471;Guia del vino: una aproximación para principiantes;Sims, Fiona;Fiona Sims;Barcelona;Parragon;2003;978-1-4075-6571-2;176 p. fot.;;español;VINO | BEBIDAS ALCOHOLICAS | GASTRONOMIA | ELABORACION DE VINOS | SELECCION DE VINOS | CULTURA;2181;KAMSHEN;663.2 SIM
472;BNM000472;Curso práctico-teórico de contabilidad II: 34 trabajos prácticos con sus correspondientes fichas de teoría;Pittao, Rodolfo L;Rodolfo L. Pittao;Buenos Aires;Angel Estrada;1980;;280 p.;;español;SOCIEDADES | CUENTAS | CONTABILIDAD | ADMINISTRACION Y ORGANIZACION;003019 | 003020;KAMSHEN;657 PIT | 657 PIT
473;BNM000473;Taller contable administrativo I: sistematización administrativa contable práctica contable o gabinete de contabilidad;Chibli, Yammal;Yammal Chibli;Córdoba;el autor;1995;950-43-4680-4;210 p.;;español;CONTABILIDAD | CUENTAS | SOCIEDADES | ESTADOS FINANCIEROS | REMUNERACIONES | ADMINISTRACION Y ORGANIZACION;3017;KAMSHEN;657 CHI
474;BNM000474;Contabilidad III;Chibli, Yammal;Yammal Chibli;Córdoba;el autor;1993;950-43-4451-8;312 p.;;español;CONTABILIDAD | CUENTAS | SOCIEDADES | ESTADOS FINANCIEROS | IMPUESTO AL VALOR AGREGADO | ADMINISTRACION Y ORGANIZACION;3018;KAMSHEN;657 CHI
475;BNM000475;Probabilidad y estadística;Altman, Silvia | Comparatore, Claudia R | Kurzrok, Liliana E;Silvia Altman , Claudia R. Comparatore, Liliana E. Kurzrok;Buenos Aires;Longseller;2001;987-550-043-7;113 p.;Matemática Polimodal;español;ESTADISTICA | MATEMATICA | PROBABILIDAD | VARIABLES ALEATORIAS;3016;KAMSHEN;519.2 ALT
476;BNM000476;El organismo humano: salud y enfermedad;Suárez, Hilda | Frid, Débora | Espinoza, Ana María;Hilda Suárez ,  y Débora Frid,  y Ana María Espinoza;Buenos Aires;Longseller;2002;987-550-134-4;95 p.;Biología Polimodal;español;SALUD | ENFERMEDADES | MEDIO AMBIENTE NATURAL | SINDROME DE INMUNODEFICIENCIA ADQUIRIDA | CHAGAS | COLERA | TETANOS | MEDICINA Y SALUD;002901 | 002902;KAMSHEN;613 SUA | 613 SUA
477;BNM000477;Educación cívica: segundo año;Delfino, Jorge Raúl | González, Virgilio H | Tejerina, Jesús S;Jorge Raúl Delfino , Virgilio H. González, Jesús S. Tejerina;Buenos Aires;Plus Ultra;1984;950-21-0612-1;165 p.;;español;ESTADO | DEMOCRACIA | PODER EJECUTIVO | PODER LEGISLATIVO | PODER JUDICIAL | POLITICA;3022;KAMSHEN;321 DEL
478;BNM000478;Educación cívica: primer año;Delfino, Jorge Raúl | González, Virgilio H | Tejerina, Jesús S;Jorge Raúl Delfino , Virgilio H. González, Jesús S. Tejerina;Buenos Aires;Plus Ultra;1984;950-21-0611-3;124 p.;;español;PODER JUDICIAL | PODER EJECUTIVO | PODER LEGISLATIVO | ESTADO | POLITICA;3021;KAMSHEN;321 DEL
479;BNM000479;Diccionario de política: l-z;Bobbio, Norberto | Matteucci, Nicola | Pasquino, Gianfranco;, dirigido por Norberto Bobbio, Nicola Matteucci,  y Gianfranco Pasquino;México;Siglo XXI;2005;968-23-1673-1;2 v. (xv, 1698 p.);;español;DICCIONARIOS | POLITICA | REFERENCIA;1955;KAMSHEN;(038)32 BOB
480;BNM000480;Estado, gobierno y sociedad: por una teoría general de la política;Bobbio, Norberto;Norberto Bobbio;México;Fondo de Cultura Económica;1989;968-16-3142-0;243 p.;BREVIARIOS;español;ESTADO | DEMOCRACIA | SOCIEDAD CIVIL | DICTADURA | POLITICA;002457 | 001984 | 002458;KAMSHEN;321.01 BOB | 321.01 BOB | 321.01 BOB
481;BNM000481;Geografía global: el paradigma geotecnológico  y el espacio interdisciplinario en la interpretación del mundo del siglo XXI;Buzai, Gustavo D;Gustavo D. Buzai;Buenos Aires;Lugar;1999;950-892-063-7;221 p.;;español;GEOGRAFIA | SOCIEDAD | MEDIO AMBIENTE NATURAL | NUEVAS TECNOLOGIAS | TIERRA DEL FUEGO;1831;KAMSHEN;911.3 BUZ
482;BNM000482;Educación para la salud;Vattuone, Lucy F. de;Lucy F. de Vattuone;Buenos Aires;El Ateneo;1997;950-02-7417-5;159 p.;;español;SALUD | ENFERMEDADES | BACTERIOLOGIA | MEDICINA Y SALUD;3015;KAMSHEN;613 VAT
483;BNM000483;El fluído de la información genética;;;Buenos Aires;EUDEBA;1997;950-23-0647-0;52 p.;Cuadernos de Biología;español;GENETICA | MUTACIONES | INGENIERIA GENETICA | CELULAS | BIOLOGIA;003012 | 003013 | 003014;KAMSHEN;575 FLU | 575 FLU | 575 FLU
484;BNM000484;Metabolismo;;;Buenos Aires;EUDEBA;1997;950-23-0642-2;41 p.;Cuadernos de Biología;español;METABOLISMO | BIOLOGIA | ANABOLISMO | CATABOLISMO;003010 | 003011;KAMSHEN;57.017.8 MET | 57.017.8 MET
485;BNM000485;Bioenergética y enzimas;;;Buenos Aires;EUDEBA;1997;950-23-0640-6;54 p.;Cuadernos de Biología;español;ENERGIA | BIOLOGIA | ENZIMAS | ENZIMOLOGIA;003007 | 003008 | 003009;KAMSHEN;577.15 BIO | 577.15 BIO | 577.15 BIO
486;BNM000486;Reproducción;;;Buenos Aires;EUDEBA;1997;950-23-0649-X;35 p.;Cuadernos de Biología;español;REPRODUCCION | BIOLOGIA | FECUNDACION | ENFERMEDADES DE TRANSMISION SEXUAL | REGULACION DE LA NATALIDAD | MEDICINA Y SALUD;003000 | 003001;KAMSHEN;612.6 REP | 612.6 REP
487;BNM000487;Mitosis - meiosis genética;;;Buenos Aires;EUDEBA;1997;950-23-0648-1;48 p.;Cuadernos de Biología;español;GENETICA | MITOSIS | MEIOSIS | CELULAS | BIOLOGIA;003002 | 003003;KAMSHEN;576.35 MIT | 576.35 MIT
488;BNM000488;Membrana celular y transporte;;;Buenos Aires;EUDEBA;1997;950-23-0641-4;33 p.;Cuadernos de Biología;español;BIOLOGIA | CELULAS | MEMBRANA CELULAR | TRANSPORTE;002998 | 002999;KAMSHEN;576.3 MEM | 576.3 MEM
489;BNM000489;Evolución;;;Buenos Aires;EUDEBA;1997;950-23-0650-3;31 p.;Cuadernos de Biología;español;BIOLOGIA | GENETICA | GENES | TEORIA DE LA EVOLUCION | EVOLUCION HUMANA;2997;KAMSHEN;575.8 EVO
